tweet,country_code,geo_location,bounding_box,screen_name,favourites_count,followers_count,statuses_count,friends_count,listed_count,user_described_location,created_at,utc_offset
"The BJP thinks that Hindus from #Pakistan are their vote bank, say locals, adding that the #BJP has nothing in its manifesto for the community. #Congress, on the other hand, has promised education, electricity and jobs for Pakistani Hindus. https://t.co/MMYAWVaRGK",IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",suniltg2,380,799,439,1318,6,"Kerala, India..09846418036",Sun Apr 28 08:42:34 +0000 2019,
"Best version ever Thanks @manojmuntashir  🙏
And I can't understand why peoples don't understands his feeling ohhGod🙏
Plzz Req to all plz plz plzz #SUPPORT #CONGRESS party 🙏🙏🙏🙏
@RahulGandhi @sonamJain001 @TheRockPrince9
@IncGaurav
@ParitamKumar4
@ansariizharali https://t.co/tXnwplT8QQ",IN,"Ghaziabad, India","[[[77.20469, 28.620877], [77.641989, 28.620877], [77.641989, 28.926259], [77.20469, 28.926259]]]",heemanshuchauh2,5673,1378,2159,3799,0,,Sun Apr 28 08:41:19 +0000 2019,
"BJP want us to forget our glorious past, they will never succeed,,, #Congress https://t.co/oDn2hIFqaL",IN,"West Bengal, India","[[[85.832496, 21.544342], [89.882753, 21.544342], [89.882753, 27.22058], [85.832496, 27.22058]]]",sobuj_raja,57126,219,1916,1853,0,,Sun Apr 28 08:25:19 +0000 2019,
"@zainabsikander
There is no difference in #scams and #ReligiousHate between #BJP &amp; #Congress .

Remember #BabriMasjid demolished by #Bhakts during the rule of #Congress .

@BJP4India &amp; @INCIndia r just 2 sides of 1 coin.

@derekobrienmp @mcavoyed2 @CyclicSoul @GargaC @parthagee https://t.co/NL6cFcZZiL",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25197,2954,28267,720,25,"Kolkata,India.",Sun Apr 28 07:44:17 +0000 2019,
The whole #Congress explained in three tweets. A good explanation on #AbHogaNyay. https://t.co/hZnQ7BpA8p,IN,"Mysore, India","[[[76.4551434, 12.1175892], [76.8361765, 12.1175892], [76.8361765, 12.4512955], [76.4551434, 12.4512955]]]",mysoreguru,2610,95,2885,382,4,"Bangalore, Karnataka, India",Sun Apr 28 06:36:58 +0000 2019,
#ChecksAndBalances #ImpeachTrumpNow #SubpoenaBarr stop 🛑 #CORRUPTION in #Congress @SpeakerPelosi #doyourwork https://t.co/zloX4woXu3,US,"Manhattan, NY","[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]",humbertorosero,1796,394,4903,1114,55,NYC,Sun Apr 28 04:43:00 +0000 2019,
"Bjp has started a very shameful campaign ...In which they will call you and tell you to only vote for bjp (modi) 🤦 such a shame guys!! Election commission should make a stand on it👍 
(If you guys want the proof dm me... I have just received a call )  
@ECISVEEP #BJP #Congress",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",InformationHig3,103,17,70,94,0,"Mumbai, India",Sun Apr 28 04:21:41 +0000 2019,
#Congress need to #defend #freepress from attacks from #trump #thepressisnottheenemyofthepeople #WHCD https://t.co/auxOemaVOl,US,"Manhattan, NY","[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]",humbertorosero,1796,394,4903,1114,55,NYC,Sun Apr 28 03:46:03 +0000 2019,
"@Swamy39 You are going to have a triple whammy disappointment sir; with #raebareilly, #amethi and #wayanad all going to #Congress",IN,"Madhya Pradesh, India","[[[74.030686, 21.073255], [82.809772, 21.073255], [82.809772, 26.868535], [74.030686, 26.868535]]]",drnitinchaube,2728,210,7236,285,0,Singrauli,Sun Apr 28 03:30:00 +0000 2019,
"From Mahatma Gandhi to Muhammad Ali Jinnah, all part of #Congress Parivar, had an important role to play in country's development and independence :- says #Shatrughan_Sinha

Yes Congress Leader Mohammad Ali Jinnah played an Important Role in Dividing India.
@ShatruganSinha https://t.co/yQU3o1ClNt",IN,"Orissa, India","[[[81.391502, 17.810452], [87.490202, 17.810452], [87.490202, 22.566854], [81.391502, 22.566854]]]",AmulyaKumarPan8,23030,512,5047,50,3,"Jajpur, Odisha, India",Sun Apr 28 02:47:03 +0000 2019,
"@Dr_Uditraj @RahulGandhi @INCIndia @INCDelhi Betray is in since inception. So what do you think? Will u not be #crushed by party line. #Congress don't have matured ideology for nation's development,  they keep it for their self development only. Have a look their personal economic growth. May be u can understand.",IN,India,"[[[67.997691, 6.622513], [97.170672, 6.622513], [97.170672, 33.254896], [67.997691, 33.254896]]]",DrRohtashS,1088,102,2200,162,0,India,Sun Apr 28 01:55:08 +0000 2019,
Yes - time to bring it all up front. Let the #GOP finally speak out - yea or nay... #Congress #ImpeachmentHearingsNOW https://t.co/R6j8TJuHAV,US,"Nashville, TN","[[[-87.022482, 35.9945681], [-86.560616, 35.9945681], [-86.560616, 36.405448], [-87.022482, 36.405448]]]",lynndukes,6747,1186,26492,2498,13,"Brentwood, TN",Sun Apr 28 01:49:47 +0000 2019,
***Still another reason #Trump needs to be #Impeached &amp; #Removed! He #Trump has announced that he is a #Nationalist!! #Wethepeople are depending on #BothChambers of #Congress...to rid us of him! He is a #Cancer!!*** https://t.co/O7KiTJ4SxU,US,"Georgia, USA","[[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]]",ExrjmcCarr,9636,2787,18159,5005,205,"Fayetteville, Georgia",Sun Apr 28 01:14:24 +0000 2019,
@WhiteHouse @realDonaldTrump You broke #Constitutional Laws several times in the past week!Telling person's to not obey requests from #Congress is un-constitutional! It is an impeachable offense! ALL 3 Branches of our US Government are EQUAL; You are not a KING!,US,"Lake Wynonah, PA","[[[-76.208993, 40.571443], [-76.156707, 40.571443], [-76.156707, 40.603094], [-76.208993, 40.603094]]]",Jardinami_Diane,8102,730,17028,1602,33,"Lake Wynonah, PA",Sat Apr 27 23:53:09 +0000 2019,
"#WeThePeople are asking our members of #Congress to please #ImpeachTrump.  Abuse of Power, Witness Intimidation and Obstruction of Justice are just some of his crimes. Trump is #UnfitToLead as proven by his bullying, hate, lies and racists remarks. @SpeakerPelosi @HouseDemocrats",US,"Indiana, USA","[[[-88.097892, 37.771743], [-84.78458, 37.771743], [-84.78458, 41.761368], [-88.097892, 41.761368]]]",messerjs,1946,3723,18769,5001,30,Indiana,Sat Apr 27 23:47:57 +0000 2019,
How ridiculous is this #Congress!!! This is a game to the WH! Just get on with it!!! Seriously! 👇👇👇👇SOS! 🇺🇸 https://t.co/miTk7qwKcc,US,"Enterprise, NV","[[[-115.316075, 35.9607531], [-115.152796, 35.9607531], [-115.152796, 36.0768564], [-115.316075, 36.0768564]]]",RENEEWEATHERS2,46565,12343,26364,13534,3,"Las Vegas, NV",Sat Apr 27 23:20:36 +0000 2019,
"James Adams got NOTHING on me. I just got inaugurated at Congress Hall, too! #Congress #congresshall #philly #independence #independencehall #whereshithappened #merica @… https://t.co/XaQQUOiyvE",US,"Philadelphia, PA","[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]]",coffeejunki,621,121,610,116,5,"Sunny Pensacola, Florida!",Sat Apr 27 20:31:57 +0000 2019,
"Vote visely &amp; don't spoil your relations for elections...
Cuz after election
JAI,VEERU,GABBAR,THAKUR,BASANTI
are all one &amp; the same.😂
#2019Elections #BattleOf2019 #Congress #BJP #Aap https://t.co/vsHJy0Zk2U",,"Anantnag, Jammu And Kashmir","[[[74.7044366, 33.321178], [75.5997464, 33.321178], [75.5997464, 34.4090707], [74.7044366, 34.4090707]]]",shanibfarooq_,10229,839,865,504,0,"Anantnag, Jammu And Kashmir",Sat Apr 27 17:57:17 +0000 2019,
I hope @waglenikhil is made the  next Maharashtra Congress Chief. He has shown more concern for #Congress than even AICC office bearers https://t.co/25cAvLVDoz,IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",jitengajaria,931,11168,69092,1142,129,India,Sat Apr 27 17:32:54 +0000 2019,
@JoelCRosenberg @nytimes It's sad that @nytopinion would publish this anti-semitic filfth but when two of the youngest Jewish American Congressional candidates send the #nytimes an op-ed calling on #Congress to get serious &amp; to act immediately to fund #Holocaust #Education- they won't publish it.,US,"Manhattan, NY","[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]",realBryanLeib,13683,1584,12287,2525,58,"New York, NY",Sat Apr 27 17:16:15 +0000 2019,
@TimesofIsrael It's sad that @nytopinion would publish this anti-semitic filfth but when two of the youngest Jewish American Congressional candidates send the #nytimes an op-ed calling on #Congress to get serious &amp; to act immediately to fund #Holocaust #Education- they won't publish it.,US,"Manhattan, NY","[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]",realBryanLeib,13683,1584,12287,2525,58,"New York, NY",Sat Apr 27 17:15:56 +0000 2019,
@DSchwammenthal @AJCGlobal It's sad that @nytopinion would publish this anti-semitic filfth but when two of the youngest Jewish American Congressional candidates send the #nytimes an op-ed calling on #Congress to get serious &amp; to act immediately to fund #Holocaust #Education- they won't publish it.,US,"Manhattan, NY","[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]",realBryanLeib,13683,1584,12287,2525,58,"New York, NY",Sat Apr 27 17:15:08 +0000 2019,
The amount of 30000 crore #congress claim Modi gave to Anil Ambani is actually the amount congress will pay to Anil Ambani if they win election as fees for using his name. #AayegaToModiHi,IN,"Nagpur, India","[[[78.8612223, 20.7552323], [79.2043586, 20.7552323], [79.2043586, 21.2212847], [78.8612223, 21.2212847]]]",pawarsnjy,1077,16,4611,34,0,Nagpur,Sat Apr 27 17:10:27 +0000 2019,
@AJCGlobal @nytimes It's sad that @nytopinion would publish this anti-semitic filfth but when two of the youngest Jewish American Congressional candidates send the #nytimes an op-ed calling on #Congress to get serious &amp; to act immediately to fund #Holocaust #Education- they won't publish it.,US,"Manhattan, NY","[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]",realBryanLeib,13683,1584,12287,2525,58,"New York, NY",Sat Apr 27 16:51:06 +0000 2019,
@AdamMilstein @nytopinion @realDonaldTrump @netanyahu @nytimesworld It's sad that @nytopinion would publish this anti-semitic filfth but when two of the youngest Jewish American Congressional candidates send them an op-ed calling on #Congress to get serious &amp; to act immediately to fund #Holocaust #Education- they won't publish it. Priorities.....,US,"Manhattan, NY","[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]",realBryanLeib,13683,1584,12287,2525,58,"New York, NY",Sat Apr 27 16:48:17 +0000 2019,
"(1/2)Congratulations to the #American Legion on celebrating their 100th #Anniversary! The American #Legion was chartered by the United States #Congress in 1919 as a #patriotic #veteran organization focused on veterans affairs, national security, #Americanism, and youth... https://t.co/oGwoYPd2Tm",US,"Massapequa Park, NY","[[[-73.464521, 40.652099], [-73.436512, 40.652099], [-73.436512, 40.705188], [-73.464521, 40.705188]]]",TheMikeLiPetri,129,446,664,1010,14,"New York, USA",Sat Apr 27 16:45:38 +0000 2019,
@sfrantzman It's sad that @nytopinion would publish this anti-semitic filfth but when two of the youngest Jewish American Congressional candidates send them an op-ed calling on #Congress to get serious &amp; act immediately to fund #Holocaust #Education- they won't publish it. Priorities.....,US,"Manhattan, NY","[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]",realBryanLeib,13683,1584,12287,2525,58,"New York, NY",Sat Apr 27 16:14:57 +0000 2019,
It's sad that @nytopinion would publish this anti-semitic filfth but when two of the youngest Jewish American Congressional candidates send you an op-ed calling on #Congress to get serious &amp; act immediately to fund #Holocaust #Education- you won't publish it. Priorities..... https://t.co/Ar3ShOMQ1V,US,"Manhattan, NY","[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]",realBryanLeib,13683,1584,12287,2525,58,"New York, NY",Sat Apr 27 16:04:47 +0000 2019,
@nytopinion It's sad that @nytopinion would publish this anti-semitic filfth but when two of the youngest Jewish American Congressional candidates send you an op-ed calling on #Congress to get serious &amp; act immediately to fund #Holocaust #Education- you won't publish it. Priorities.....,US,"Manhattan, NY","[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]",realBryanLeib,13683,1584,12287,2525,58,"New York, NY",Sat Apr 27 16:02:52 +0000 2019,
"#LoksabhaElections2019
has hit even the parched landscape of #barmer in #Rajasthan.

Ground report by @aruproytweets says #Congress and #BJP locked in a tough fight in #India's 2nd largest constituency.. https://t.co/sFL5dHnKvS",IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",Subhayan_ism,2310,563,5753,513,52,"New Delhi, India",Sat Apr 27 16:02:33 +0000 2019,
"I really hope the world is paying attention. @nytimes will publish this but they won't publish our op-ed calling on #Congress to get serious about funding #holocaust #education in 🇺🇸

@FoxNewsSunday @TuckerCarlson @foxandfriends @JesseBWatters @jillianmele @fox5ny @FoxNewsOpinion https://t.co/dw3CrKdSHT",US,"Manhattan, NY","[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]",realBryanLeib,13683,1584,12287,2525,58,"New York, NY",Sat Apr 27 15:57:39 +0000 2019,
"@INCTharoorian @RahulGandhi @INCIndia this is a new young #Congress believe it, trust it, it will deliver for you",IN,"Madhya Pradesh, India","[[[74.030686, 21.073255], [82.809772, 21.073255], [82.809772, 26.868535], [74.030686, 26.868535]]]",drnitinchaube,2728,210,7236,285,0,Singrauli,Sat Apr 27 15:53:49 +0000 2019,
"Yes, Bringing Religion of one of promising candidate #Atishi ,who is only talking of education, in prime discourse is sad.
In return what @msisodia doing. Pitching a highly casteist defence. 'क्षत्राणी'.Not expected from #Delhi education minister. #AAP #BJP #Congress @AtishiAAP https://t.co/FwHjaD3VCy",IN,"Jamshedpur, India","[[[86.067565, 22.212044], [86.893547, 22.212044], [86.893547, 23.015979], [86.067565, 23.015979]]]",vishesh0608,2494,130,1694,243,1,"ghaziabad,india",Sat Apr 27 15:31:36 +0000 2019,
"▶️#Congress general secretary @PriyankaGandhi holds a massive road show in Barabanki, Uttar Pradesh and offers prayers at Hazrat Dewa Shareef Dargah earlier today 
#LokSabhaElections2019 | #PriyankaGandhi 

📰💻📲
➡️ https://t.co/HxZfXlMUfV ➡️ Print daily 🗞️Dainik Gana Adhikar https://t.co/TmcuCaqO0l",IN,"Uttar Pradesh, India","[[[77.096236, 23.871941], [84.638873, 23.871941], [84.638873, 30.407576], [77.096236, 30.407576]]]",GanaAdhikar,29,144,4325,679,1,India,Sat Apr 27 15:03:20 +0000 2019,
#corruption to the highest level all the #gop #congress is #complicit with all the #corruption happening. Please @SpeakerPelosi @SenSchumer #DoYourJob and #ImpeachTrumpNow #ChecksAndBalances https://t.co/VckCtobcsA,US,"Manhattan, NY","[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]",humbertorosero,1796,394,4903,1114,55,NYC,Sat Apr 27 15:00:35 +0000 2019,
"Suddenly after renewed hinduism of @INCIndia @RahulGandhi @priyankagandhi @JhaSanjay 2, have refrained from using the bhakt word for @narendramodi sirs fans.. is this a coincidence or is it scripted like all other issues of the #CONgress.. 🤣🤣🤣",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",infreakinsanity,4502,105,3035,129,0,"Mumbai, India",Sat Apr 27 14:51:52 +0000 2019,
@YASHPALSR21 @vivekagnihotri But definitely my ancestors are also responsible for not letting out the truth. #LalBahadurShastri was a true patriot who made CERTAIN people in #Congress insecure. So sad he had to pay the price by his life.,IN,"Gurgaon, India","[[[76.707671, 28.199529], [77.241711, 28.199529], [77.241711, 28.537521], [76.707671, 28.537521]]]",RituDreams,2871,850,3528,99,1,New Delhi,Sat Apr 27 12:38:33 +0000 2019,
"Gotta blame ignorant #voters that put her in! Unbelievable!!! #Congress won't do a thing to remove her. She would scream racist!! This is what all muslims want is for Americans and America 2 submit 2 #islam and abolish our #Constitution 
@charliekirk11 @dbongino @DonaldJTrumpJr https://t.co/cGDtGTJedS",US,"Houston, TX","[[[-95.823268, 29.522325], [-95.069705, 29.522325], [-95.069705, 30.1546646], [-95.823268, 30.1546646]]]",MenesesRudy,74540,3357,67382,5000,103,Houston ,Sat Apr 27 12:12:03 +0000 2019,
"@INCIndia Oh holy cow! What d...
Clearly #Congress showing desperation. In trying to attack #NarendraModi why are you lampooning Nehru Ji",IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",PassionForNews,2500,3888,18142,3616,160,Worldwide,Sat Apr 27 12:06:10 +0000 2019,
"@INCUttarPradesh @JhaSanjay The day #Congress will come out of this slavery &amp; obsession with this #Nehru #gandhiPariwar Pvt Ltd, it will rise again. 
Hopefully before #2024, Congress will have a better leader. https://t.co/0fexZCIibF",IN,"Ahmadabad City, India","[[[72.4367386, 22.9232559], [72.7037246, 22.9232559], [72.7037246, 23.1046616], [72.4367386, 23.1046616]]]",todilo1,1389,135,10695,116,2,Vadodara,Sat Apr 27 12:03:31 +0000 2019,
"@szarita @JhaSanjay @RahulGandhi @priyankagandhi The day #Congress will come out of this slavery &amp; obsession with this #Nehru #gandhiPariwar Pvt Ltd, it will rise again. 
Hopefully before #2024, Congress will have a better leader. https://t.co/toFcFHT9y2",IN,"Gujarat, India","[[[68.106114, 20.120943], [74.47663, 20.120943], [74.47663, 24.708482], [68.106114, 24.708482]]]",todilo1,1389,135,10695,116,2,Vadodara,Sat Apr 27 12:02:37 +0000 2019,
"#Congress president #raulvinci #PappuChorHai #RahulGandhi &amp; Queen properties in #Italy ..money looted from #india

@NupurSharmaBJP
@RenukaJain6

#namoagain
#BJP4India
#NamoNamo
#NarendraModi 
#NamoAgain2019 #NaMoForNewIndia #AbkiBarFirModiSarkar #PhirEkBaarModiSarkaar https://t.co/tvJ9lN2QPX",IT,Italy,"[[[6.6266397, 35.4928765], [18.5203619, 35.4928765], [18.5203619, 47.0924248], [6.6266397, 47.0924248]]]",droneachariya,772,9,270,80,0,,Sat Apr 27 11:59:59 +0000 2019,
"Must watch #AyegaTohModiHi
 #ModiAaneWalaHai #LokSabhaElections2019 #Election2019 #Congress #BJP #NarendraModi https://t.co/T9iDHXrXVI",IN,"Jaipur, India","[[[75.4979969, 26.800561], [75.9970446, 26.800561], [75.9970446, 27.0188054], [75.4979969, 27.0188054]]]",deepadoc,5658,1078,5849,145,16,"Jaipur ,Rajasthan ,India",Sat Apr 27 11:06:19 +0000 2019,
"#ModiAaneWalaHai if said by #CONGRESS  sounds like  #Hulk saying ""  #Thanos is coming"" fearfully in #avengers #InfinityWar",IN,"Vododara, India","[[[73.048892, 22.088382], [73.312138, 22.088382], [73.312138, 22.465446], [73.048892, 22.465446]]]",nair_san,735,360,2432,1347,6,"ÜT: 22.30036,73.162619",Sat Apr 27 11:03:39 +0000 2019,
"#Amethi always has been #KarmaBhoomi of #NehruGandhiFamily &amp; #Congress #Party , its part of Congress Life . Today Visit #Amethi to be #Part of #campaign for my #Leader#President #mission2019 #uttarpradesh #loksabhaelections2019  @RahulGandhi  @priyankagandhi @INCIndia https://t.co/A4Km4QpFcF",IN,"Jais, India","[[[81.540782, 26.257614], [81.554163, 26.257614], [81.554163, 26.270356], [81.540782, 26.270356]]]",SapanKayCee,521,1329,1493,98,0,"New Delhi, Delhi",Sat Apr 27 11:03:38 +0000 2019,
It is quite easy to understand who is supporting whom #NaMo / #RaGa 😊 I will not say 100% but yes the majority does this 😁 Rather saying good about their party they keep on bad mouthing others 🤐 &amp; this is for both #BJP &amp; #Congress supporters 🗣 oh there is one more #AAP 🤓,IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",IamSubhDey,0,50,2263,175,8,India,Sat Apr 27 10:47:04 +0000 2019,
"No shocking, congis and commies always takes stand in favour of separatists. #PCChackoLaudsYasinMalik
#AntiNational
#congress

 https://t.co/WhLDCbBPEt",IN,"Kerala, India","[[[74.860575, 8.291304], [77.412687, 8.291304], [77.412687, 12.79508], [74.860575, 12.79508]]]",rameshazhagesan,2198,283,6926,205,11,Kerala,Sat Apr 27 10:13:32 +0000 2019,
"@ani_digital @ANI @RahulGandhi had some chance of winning some seat in #Election2019  but this loud mouth @ShatruganSinha painted @INCIndia faces black by naming #MuhammadAliJinnah  #LutyensMedia plz check, wheather he is playing spoilsport for #Congress &amp;  @samajwadiparty https://t.co/DGUIzpKMMU",IN,"Haveli, India","[[[73.6246953, 18.2801029], [74.1954594, 18.2801029], [74.1954594, 18.7362196], [73.6246953, 18.7362196]]]",FoodVoila,547,639,7939,485,107,Mumbai Pune Indore Ahmedabad,Sat Apr 27 09:55:15 +0000 2019,
Why #congress not launching #PriyankaGandhi in other states ? Priyanka's demand much higher than #rahulgandhi @sardesairajdeep still party decided to busy her in #UPFight they wouldn't get much there @BDUTT not a single rally in #Rajasthan #LokSabhaElections2019 @priyankagandhi,IN,"Jaipur, India","[[[75.4979969, 26.800561], [75.9970446, 26.800561], [75.9970446, 27.0188054], [75.4979969, 27.0188054]]]",bablu345,330,253,2387,127,1,pinkcity (rajasthan),Sat Apr 27 08:56:04 +0000 2019,
"In #Politics, shot should be ok in first take, no retakes #ShatrughanSinha. 

was he campaigning for #Congress unofficially? As Chidambram says he will only state party’s official position. 

#LokSabhaEelctions2019 
@iprakhardixit https://t.co/0prG8sL8qb",IN,"Lucknow, India","[[[80.658613, 26.642291], [81.110202, 26.642291], [81.110202, 27.008048], [80.658613, 27.008048]]]",Saurabhjr,17938,1410,17286,1240,34,Lucknow,Sat Apr 27 08:22:45 +0000 2019,
Hahaha.. down to this level.. getting poor villagers to fill nyay forms.. well done #Congress .. so desperate https://t.co/x81rXVWVya,IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",infreakinsanity,4502,105,3035,129,0,"Mumbai, India",Sat Apr 27 08:19:39 +0000 2019,
"Radhakrishna Vikhe-Patil says he has not received any showcause notice for sharing the dais with Shiv Sena leaders in Shirdi. He got to know about it from media. ""Will speak on it once I receive it."" #LokSabhaElections2019 #Congress #ShivSena #BJP #NCP @DeccanHerald #Maharashtra",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",mrityunjaybose,81,2195,5699,2938,9,"Mumbai,  India",Sat Apr 27 08:12:19 +0000 2019,
"#Congress MLA Radhakrishna Vikhe-Patil,  who has resigned as #Maharashtra leader of opposition, holds press conference in #Ahmednagar,  he is expected to announce his next move next week.  He is likely to join #BJP @DeccanHerald",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",mrityunjaybose,81,2195,5699,2938,9,"Mumbai,  India",Sat Apr 27 08:10:54 +0000 2019,
"The latest edition of @trtworld's Strait Talk including our report on the @marcorubio @SenatorMenendez US #Congress bill about East Med #oilandgas, lifting the arms embargo on #Cyprus and #S400 #F35 dispute. #Russia #Turkey 
https://t.co/2AhBa85AN0",TR,"İzmir, Türkiye","[[[26.7231666, 38.2832034], [27.2898551, 38.2832034], [27.2898551, 38.5326576], [26.7231666, 38.5326576]]]",achopkins1,759,1078,3930,1318,24,"Ankara, Türkiye",Sat Apr 27 07:59:50 +0000 2019,
"255-285 BJP 

60-85 CONGRESS.

Mark this tweet . #BJP #LokSabhaElections2019 #Congress #GeneralElections2019 #ELECTIONBREAKING",IN,"Haveli, India","[[[73.6246953, 18.2801029], [74.1954594, 18.2801029], [74.1954594, 18.7362196], [73.6246953, 18.7362196]]]",Abhijeet_Vyas,1122,199,6729,1002,7,"Pune, India",Sat Apr 27 07:56:02 +0000 2019,
@DeccanHerald  Cricketing icon @sachin_rt appeals people to vote #BJP #Congress #ShivSena #NCP #MNS #BVA #VBA #RPI #Mumbai #LokSabhaElections2019 https://t.co/S4tkuwmirg,IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",mrityunjaybose,81,2195,5699,2938,9,"Mumbai,  India",Sat Apr 27 07:12:50 +0000 2019,
@sabitakishore #bjp ne apna bhoja #congress koo de diya wait &amp; see after election within year this congress only will get fed up &amp; kick him on his ass await for your turn &amp; tweet that time,IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",maheshk20600708,5721,25,2257,135,1,"मुंबई, भारत",Sat Apr 27 06:42:50 +0000 2019,
@laurasessions10 @SusanBordo @Sammysgranny @suewashko @bannerite @grammy4lphhl @kjoerwin @SophieInCT @WPalmerCurl @messerjs @PuestoLoco @MooPersists @Retinalia @doctordill3 @letat_lechat @NWMouzer @iamRachelWolf @KayTweetTweet @last_person_on_ @morgfair @veedubyoo @m33gs @workingtrucker @goprapebuster @PodcastObsessed @BrindaStar @ginadem @Bellarealness @AHamiltonSpirit @co_rapunzel4 @NaphiSoc @EricWolfson @TheBaxterBean @Pandeism @Bvweir @TheWomensWatch @RonSupportsYou @admiralmpj @linksteroh @tedlieu @SenWarren @judapeters @ColtSTaylor @kalpenn @JohnWesleyShipp @jonfavs @ProudResister @JuliaLikesFrogs @TheDailyShow @Trevornoah Speaker Pelosi blasts Sen. McTurtle for unconstitutionally holding up House bills! https://t.co/wji3D5wSbo #NancyPelosi #Speaker #SpeakeroftheHouse #HouseofRepresentatives #SpeakerPelosi #MitchMcConnell #Senate #Trump #GOP #Republicans #Obstructionists #SenateGOP #Congress #mitch,US,"Pennsylvania, USA","[[[-80.519851, 39.719801], [-74.689517, 39.719801], [-74.689517, 42.516072], [-80.519851, 42.516072]]]",PhillyComptonMW,21207,1844,55913,998,1496,Philadelphia,Sat Apr 27 06:40:43 +0000 2019,
"According to @INCIndia  Nirav Modi ran away when @BJP4India  is ruling the country therefore #BJP is a thief party.
And daud Ibrahim went away from the country when #congress was ruling then #Congress should be called a terrorist party. 
#ModiAaneWalaHai
@cricketaakash",IN,"Greater Noida, India","[[[77.413645, 28.3610523], [77.6875526, 28.3610523], [77.6875526, 28.6384655], [77.413645, 28.6384655]]]",_mr_Shailesh,87,18,19,31,0,Greater Noida,Sat Apr 27 06:15:36 +0000 2019,
"In how many parts of india #Congress is doing this propaganda?
To get votes why @INCIndia this nautnki?
Promises r not yojna. #NYAY yojna can be implemented only if congress congress in power, not before that&amp; that u know not possible in #LokSabhaElections2019 😂 #AyegaTohModiHi https://t.co/b2oJ8nfWLp",IN,"Jaipur, India","[[[75.4979969, 26.800561], [75.9970446, 26.800561], [75.9970446, 27.0188054], [75.4979969, 27.0188054]]]",deepadoc,5658,1078,5849,145,16,"Jaipur ,Rajasthan ,India",Sat Apr 27 05:47:25 +0000 2019,
The anti-India #Congress is a complete disappointment. Hope it gets finished this time. https://t.co/xrxE7VkBzg,IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",niteshplatinum,46960,804,17368,917,18,Bombay,Sat Apr 27 05:45:21 +0000 2019,
